id,policy_title,description_short,agency,policy_area,status,status_detail,status_source,p2025_page,last_updated,status_bucket
78,Department and Program Funding,"The next administration should fund the design, development, and deployment of new nuclear warheads, including the production of plutonium pits in quantity.",U.S. Department of Energy,Department and Program Funding,Initiated/Attempted,"Secretarial Order ""Unleashing the Golden Era of American Energy Dominance"" (February 5, 2025);
Oak Ridge National Laboratory Creates New Testbed to Propel Research on Nuclear Powered Rockets (April 2, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,372,2026-02-11,In progress
79,Department Reform and Standards,The next Administration should limit the the Office of Nuclear Energy's size and scope in the commercial nuclear and energy industry.,U.S. Department of Energy,Department Reform and Standards,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,375,2026-02-11,Not initiated
80,Department and/or Program Elimination,"Eliminate the Grid Deployment Office (GDO) and assign necessary activities to the reformed Office of Cybersecurity, Energy Security, and Emergency Response (CESER).",U.S. Department of Energy,Department and/or Program Elimination,Initiated/Attempted,Related: Dimished capacity makes it impossible to fulfill goals,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,380,2026-02-11,In progress
81,Personnel Organizational Agenda,The Administration should end the DOE/GDO's role in grid planning for the benefit of renewable developers.,U.S. Department of Energy,Personnel Organizational Agenda,Completed,"DOE's structure no longer shows Office of Energy Efficiency and Renewable Energy, the Office of Clean Energy Demonstrations, and the grid deployment office.",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,381,2026-02-11,Completed
82,Energy and Electricity Infrastructure,The new administration should limit the use of new loan or loan guarantee authority to projects that will promote the reliability and resilience of the electric grid and other energy infrastructure and support national security objectives.,U.S. Department of Energy,Energy and Electricity Infrastructure,Completed,"Office of Energy Dominance Financing
Unleashing American Energy Infrastructure & Innovation",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,384,2026-02-11,Completed
83,Loan Program Office,"The administration should establish clear mandatory qualifications requiring applicants to comply with the Uyghur Forced Labor Prevention Act and to certify that they are not financed with any other local, state, or federal taxpayer-backed loan, loan guarantee, or bond (such as a state “green bank”).",U.S. Department of Energy,Loan Program Office,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,384,2026-02-11,Not initiated
84,Department and/or Program Elimination,The administration should eliminate the Advanced Research Projects Agency-Energy (ARPA-E) due to their duplicative efforts (as their mission is too similar to the work being done at other DOE offices) and risking taxpayer dollars on decisions that should be made within the private sector.,U.S. Department of Energy,Department and/or Program Elimination,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,385,2026-02-11,Not initiated
85,Regulatory Standards and Policy,The President should refuse to provide climate reparations under an unratified treaty.,U.S. Department of Energy,Regulatory Standards and Policy,Initiated/Attempted,"Executive Order 14162 (February 6, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,340,2026-02-11,In progress
86,Energy and Electricity Infrastructure,The administration should expand the Arctic Energy Office (AE) operations in Alaska to focus on broader national energy security interests.,U.S. Department of Energy,Energy and Electricity Infrastructure,Initiated/Attempted,"Related: M-Opinion 37059 (May 5, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,390,2026-02-11,In progress
87,Department Reform and Standards,The next administration should have the Office of Environmental Management (EM) enact a 10-year program to complete all sites by 2035.,U.S. Department of Energy,Department Reform and Standards,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,395,2026-02-11,Not initiated
88,Department Reform and Standards,The next administration should fully implement High-Level Waste determination across the DOE complex.,U.S. Department of Energy,Department Reform and Standards,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,395,2026-02-11,Not initiated
89,Commercial Waste,The next administration should increase the use of commercial waste disposal to accelerate cleanup and reduce local post-cleanup environmental liability at multiple sites.,U.S. Department of Energy,Commercial Waste,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,396,2026-02-11,Not initiated
90,Personnel Organizational Agenda,The next administration should establish more direct leadership and accountability to the Deputy Secretary consistent with Government Accountability Office recommendations.,U.S. Department of Energy,Personnel Organizational Agenda,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,396,2026-02-11,Not initiated
91,Energy and Electricity Infrastructure,The next administration should have the DOE restart the Yucca Mountain licensing process.,U.S. Department of Energy,Energy and Electricity Infrastructure,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,397,2026-02-11,Not initiated
92,Energy and Electricity Costs,The next administration should develop new NWF funding and accounting mechanisms that allow licensed nuclear operators to guarantee resources for future nuclear waste disposal while also maintaining control of those resources.,U.S. Department of Energy,Energy and Electricity Costs,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,398,2026-02-11,Not initiated
93,Department Reform and Standards,"The next administration should reestablish, consistent with the Nuclear Waste Policy Act, the position of Director of the Office of Civilian Radioactive Waste Management.",U.S. Department of Energy,Department Reform and Standards,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,398,2026-02-11,Not initiated
94,Nuclear Expansion,"The next administration should continue to develop new warheads for each branch of the triad (land, sea, and air defenses).",U.S. Department of Energy,Nuclear Expansion,Initiated/Attempted,"The Iron Dome for America (January 27, 2025);
Secretary Wright Acts to Remove Red Tape, Accelerate Mission Execution at America’s National Weapons and Science Labs (March 27, 2025);
FY2027 Proposed Budget - Budget increases funding for DOW’s nuclear enterprise.",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,399,2026-02-11,In progress
95,Nuclear Expansion,The next aministration should maintain two production sites for plutonium pits (a key element of warhead production) at Los Alamos and Savannah River.,U.S. Department of Energy,Nuclear Expansion,Initiated/Attempted,"Trump Wants to Double Production of New Nuclear Weapon Cores (404 Media, April 22, 2026).",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,399,2026-02-11,In progress
96,Nuclear Programming and Policy,The next administration should reject ratification of the Comprehensive Test Ban Treaty and indicate a willingness to conduct nuclear tests in response to adversary nuclear developments if necessary.,U.S. Department of Energy,Nuclear Programming and Policy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,399,2026-02-11,Not initiated
